id,label
798,67
799,67
800,67
801,68
802,84
803,84
804,84
805,85
806,85
807,86
808,42
809,43
810,44
811,24
812,24
813,25
814,26
815,96
816,96
817,96
818,96
819,97
820,97
821,98
822,98
823,51
824,51
825,51
826,52
827,53
828,53
829,42
830,42
831,43
832,43
833,44
834,44
835,24
836,30
837,25
838,25
839,25
840,25
841,25
842,25
843,25
844,26
845,75
846,75
847,75
848,76
849,76
850,76
851,76
852,77
853,105
854,105
855,106
856,106
857,106
858,106
859,107
860,107
861,24
862,25
863,25
864,81
865,81
866,85
867,86
868,108
869,108
870,108
871,108
872,108
873,108
874,108
875,108
876,108
877,108
878,108
879,108
880,108
881,108
882,108
883,108
884,108
885,108
886,108
887,108
888,108
889,108
890,108
891,108
892,108
893,108
894,108
895,108
896,108
897,108
898,108
899,108
900,108
901,108
902,109
903,109
904,109
905,109
906,109
907,109
908,110
909,108
910,108
911,108
912,108
913,108
914,108
915,109
916,109
917,110
918,97
919,97
920,98
921,98
922,98
923,98
924,98
925,99
926,99
927,99
928,101
929,33
930,33
931,34
932,34
933,34
934,34
935,34
936,35
937,35
938,35
939,35
940,123
941,123
942,124
943,124
944,125
945,24
946,25
947,67
948,68
949,68
950,68
951,111
952,111
953,111
954,111
955,112
956,57
957,57
958,58
959,58
960,58
961,58
962,58
963,58
964,58
965,58
966,58
967,59
968,59
969,99
970,99
971,100
972,101
973,69
974,69
975,69
976,70
977,70
978,70
979,70
980,70
981,71
982,71
983,71
984,102
985,102
986,102
987,103
988,103
989,103
990,103
991,103
992,103
993,104
994,104
995,104
996,104
997,104
998,75
999,76
1000,76
1001,77
1002,77
1003,77
1004,120
1005,120
1006,121
1007,122
1008,78
1009,78
1010,78
1011,78
1012,78
1013,78
1014,78
1015,78
1016,78
1017,78
1018,78
1019,78
1020,78
1021,78
1022,78
1023,78
1024,78
1025,78
1026,78
1027,78
1028,78
1029,78
1030,78
1031,79
1032,79
1033,79
1034,79
1035,80
1036,80
1037,132
1038,132
1039,132
1040,133
1041,133
1042,134
1043,134
1044,134
1045,134
1046,126
1047,126
1048,127
1049,127
1050,127
1051,127
1052,128
1053,128
1054,51
1055,53
1056,57
1057,57
1058,57
1059,58
1060,58
1061,58
1062,58
1063,58
1064,58
1065,58
1066,59
1067,59
1068,27
1069,27
1070,27
1071,28
1072,28
1073,28
1074,28
1075,28
1076,28
1077,28
1078,28
1079,29
1080,29
1081,29
1082,24
1083,25
1084,84
1085,84
1086,84
1087,85
1088,85
1089,85
1090,85
1091,86
1092,86
1093,36
1094,36
1095,36
1096,37
1097,37
1098,37
1099,38
1100,90
1101,90
1102,90
1103,91
1104,91
1105,91
1106,91
1107,91
1108,91
1109,91
1110,91
1111,91
1112,92
1113,92
1114,92
1115,92
1116,114
1117,114
1118,114
1119,115
1120,115
1121,115
1122,116
1123,116
1124,24
1125,24
1126,25
1127,26
1128,84
1129,84
1130,85
1131,85
1132,85
1133,86
1134,86
1135,96
1136,96
1137,96
1138,97
1139,97
1140,98
1141,98
1142,98
1143,98
1144,98
1145,27
1146,27
1147,117
1148,117
1149,117
1150,118
1151,119
1152,28
1153,28
1154,28
1155,29
1156,29
1157,99
1158,100
1159,101
1160,101
1161,84
1162,85
1163,86
1164,86
1165,54
1166,54
1167,54
1168,54
1169,55
1170,55
1171,55
1172,55
1173,56
1174,56
1175,56
1176,56
1177,56
1178,36
1179,37
1180,37
1181,38
1182,51
1183,51
1184,52
1185,52
1186,52
1187,52
1188,53
1189,53
1190,53
1191,63
1192,64
1193,65
1194,65
1195,117
1196,118
1197,118
1198,118
1199,118
1200,118
1201,118
1202,118
1203,118
1204,118
1205,118
1206,119
1207,119
1208,119
1209,42
1210,42
1211,43
1212,44
1213,132
1214,132
1215,133
1216,133
1217,133
1218,133
1219,134
1220,134
1221,134
1222,21
1223,21
1224,21
1225,21
1226,21
1227,21
1228,22
1229,22
1230,22
1231,22
1232,22
1233,22
1234,22
1235,22
1236,22
1237,22
1238,22
1239,23
1240,23
1241,84
1242,84
1243,85
1244,85
1245,86
1246,42
1247,43
1248,44
1249,44
1250,24
1251,25
1252,26
1253,84
1254,84
1255,85
1256,85
1257,85
1258,85
1259,85
1260,85
1261,82
1262,82
1263,83
1264,83
1265,83
1266,48
1267,49
1268,49
1269,50
1270,42
1271,43
1272,44
1273,24
1274,25
1275,26
1276,78
1277,78
1278,78
1279,78
1280,79
1281,79
1282,80
1283,80
1284,75
1285,76
1286,76
1287,76
1288,77
1289,77
1290,77
1291,77
1292,77
1293,77
1294,78
1295,79
1296,79
1297,80
1298,80
1299,21
1300,22
1301,22
1302,22
1303,22
1304,22
1305,22
1306,22
1307,22
1308,22
1309,23
1310,23
1311,23
1312,102
1313,102
1314,102
1315,103
1316,103
1317,104
1318,104
1319,104
1320,75
1321,75
1322,76
1323,77
1324,77
1325,77
1326,77
1327,77
1328,77
1329,77
1330,81
1331,81
1332,82
1333,82
1334,82
1335,82
1336,129
1337,129
1338,129
1339,130
1340,130
1341,130
1342,130
1343,130
1344,130
1345,131
1346,131
1347,120
1348,121
1349,84
1350,84
1351,85
1352,85
1353,86
1354,86
1355,24
1356,25
1357,26
1358,84
1359,85
1360,85
1361,43
1362,43
1363,44
1364,44
1365,44
1366,44
1367,44
1368,71
1369,44
1370,44
1371,71
1372,0
1373,44
1374,44
1375,44
1376,44
1377,102
1378,133
1379,103
1380,133
1381,103
1382,103
1383,103
1384,133
1385,133
1386,133
1387,133
1388,134
1389,134
1390,134
1391,134
1392,134
1393,134
1394,134
1395,108
1396,108
1397,108
1398,108
1399,108
1400,108
1401,108
1402,108
1403,108
1404,108
1405,108
1406,108
1407,108
1408,108
1409,108
1410,108
1411,108
1412,108
1413,108
1414,108
1415,108
1416,108
1417,108
1418,108
1419,108
1420,108
1421,108
1422,108
1423,108
1424,108
1425,108
1426,108
1427,108
1428,108
1429,108
1430,108
1431,108
1432,108
1433,108
1434,108
1435,109
1436,109
1437,109
1438,109
1439,109
1440,110
1441,108
1442,108
1443,108
1444,108
1445,108
1446,108
1447,108
1448,108
1449,109
1450,110
1451,110
1452,110
1453,66
1454,66
1455,67
1456,67
1457,68
1458,84
1459,84
1460,85
1461,85
1462,85
1463,85
1464,86
1465,82
1466,82
1467,82
1468,82
1469,83
1470,83
1471,90
1472,90
1473,91
1474,91
1475,91
1476,91
1477,91
1478,91
1479,91
1480,92
1481,92
1482,92
1483,92
1484,102
1485,102
1486,102
1487,103
1488,103
1489,103
1490,104
1491,104
1492,104
1493,104
1494,104
1495,104
1496,134
1497,111
1498,97
1499,112
1500,112
1501,112
1502,77
1503,77
1504,54
1505,54
1506,54
1507,54
1508,55
1509,55
1510,55
1511,55
1512,55
1513,55
1514,55
1515,55
1516,56
1517,56
1518,56
1519,102
1520,102
1521,133
1522,103
1523,103
1524,103
1525,103
1526,104
1527,104
1528,104
1529,104
1530,66
1531,66
1532,67
1533,25
1534,25
1535,25
1536,25
1537,68
1538,132
1539,132
1540,132
1541,132
1542,132
1543,133
1544,133
1545,133
1546,134
1547,134
1548,134
1549,18
1550,90
1551,90
1552,90
1553,15
1554,15
1555,90
1556,90
1557,91
1558,91
1559,91
1560,91
1561,91
1562,91
1563,91
1564,92
1565,92
1566,81
1567,81
1568,85
1569,85
1570,86
1571,78
1572,78
1573,80
1574,80
1575,69
1576,69
1577,69
1578,70
1579,70
1580,70
1581,70
1582,70
1583,71
1584,24
1585,25
1586,26
1587,57
1588,57
1589,57
1590,58
1591,58
1592,58
1593,58
1594,58
1595,58
1596,58
1597,58
1598,58
1599,59
1600,129
1601,129
1602,129
1603,129
1604,130
1605,130
1606,131
1607,131
1608,120
1609,121
1610,121
1611,122
1612,122
1613,122
1614,122
1615,122
1616,122
1617,122
1618,122
1619,122
1620,122
1621,18
1622,18
1623,19
1624,19
1625,19
1626,19
1627,19
1628,19
1629,19
1630,20
1631,100
1632,100
1633,101
1634,101
1635,101
1636,111
1637,113
1638,24
1639,24
1640,25
1641,26
1642,53
1643,57
1644,57
1645,58
1646,58
1647,58
1648,58
1649,59
1650,59
1651,21
1652,21
1653,21
1654,21
1655,22
1656,22
1657,22
1658,22
1659,22
1660,22
1661,22
1662,22
1663,22
1664,22
1665,22
1666,22
1667,23
1668,23
1669,23
1670,75
1671,75
1672,75
1673,76
1674,76
1675,77
1676,102
1677,102
1678,103
1679,103
1680,103
1681,103
1682,103
1683,103
1684,104
1685,104
1686,104
1687,24
1688,24
1689,25
1690,25
1691,84
1692,84
1693,84
1694,85
1695,85
1696,86
1697,45
1698,45
1699,47
1700,47
1701,24
1702,26
1703,57
1704,57
1705,57
1706,58
1707,58
1708,58
1709,58
1710,59
1711,59
1712,21
1713,21
1714,21
1715,30
1716,31
1717,31
1718,31
1719,31
1720,31
1721,31
1722,32
1723,32
1724,32
1725,84
1726,84
1727,85
1728,85
1729,86
1730,42
1731,42
1732,43
1733,54
1734,54
1735,54
1736,54
1737,55
1738,55
1739,55
1740,55
1741,55
1742,55
1743,55
1744,55
1745,56
1746,56
1747,56
1748,105
1749,105
1750,105
1751,106
1752,106
1753,106
1754,106
1755,106
1756,107
1757,107
1758,107
1759,24
1760,25
1761,26
1762,84
1763,85
1764,85
1765,85
1766,85
1767,85
1768,85
1769,132
1770,132
1771,132
1772,132
1773,133
1774,134
1775,134
1776,24
1777,25
1778,25
1779,123
1780,124
1781,125
1782,36
1783,36
1784,36
1785,36
1786,36
1787,36
1788,36
1789,37
1790,38
1791,38
1792,66
1793,67
1794,67
1795,68
1796,78
1797,78
1798,78
1799,78
1800,78
1801,78
1802,78
1803,78
1804,78
1805,78
1806,79
1807,79
1808,79
1809,79
1810,80
1811,42
1812,43
1813,44
1814,66
1815,66
1816,67
1817,68
1818,87
1819,84
1820,88
1821,85
1822,85
1823,85
1824,85
1825,85
1826,85
1827,85
1828,85
1829,86
1830,132
1831,132
1832,132
1833,132
1834,133
1835,133
1836,133
1837,134
1838,134
1839,134
1840,134
1841,75
1842,76
1843,76
1844,77
1845,77
1846,77
1847,77
1848,24
1849,25
1850,26
1851,84
1852,85
1853,85
1854,85
1855,85
1856,85
1857,86
1858,36
1859,37
1860,38
1861,69
1862,69
1863,69
1864,70
1865,70
1866,70
1867,71
1868,71
1869,71
1870,102
1871,102
1872,102
1873,103
1874,103
1875,103
1876,103
1877,103
1878,103
1879,103
1880,103
1881,104
1882,104
1883,104
1884,69
1885,69
1886,69
1887,69
1888,70
1889,70
1890,70
1891,70
1892,70
1893,70
1894,70
1895,70
1896,70
1897,70
1898,70
1899,70
1900,70
1901,71
1902,71
1903,85
1904,85
1905,85
1906,86
1907,108
1908,108
1909,108
1910,108
1911,108
1912,108
1913,108
1914,108
1915,108
1916,108
1917,108
1918,108
1919,108
1920,108
1921,108
1922,108
1923,108
1924,108
1925,108
1926,108
1927,108
1928,108
1929,108
1930,108
1931,108
1932,108
1933,108
1934,108
1935,108
1936,108
1937,108
1938,108
1939,108
1940,109
1941,109
1942,110
1943,108
1944,108
1945,108
1946,108
1947,108
1948,108
1949,108
1950,109
1951,109
1952,110
1953,110
1954,66
1955,66
1956,66
1957,67
1958,68
1959,68
1960,111
1961,112
1962,113
1963,66
1964,67
1965,67
1966,68
1967,68
1968,68
1969,132
1970,132
1971,132
1972,132
1973,133
1974,134
1975,134
1976,134
1977,134
1978,126
1979,126
1980,127
1981,127
1982,128
1983,128
1984,128
1985,128
1986,25
1987,26
1988,84
1989,85
1990,86
1991,24
1992,24
1993,25
1994,26
1995,123
1996,124
1997,124
1998,124
1999,125
2000,45
2001,46
2002,46
2003,47
2004,47
2005,69
2006,69
2007,70
2008,70
2009,70
2010,70
2011,71
2012,71
2013,71
2014,71
2015,71
2016,51
2017,51
2018,51
2019,52
2020,52
2021,52
2022,52
2023,52
2024,52
2025,52
2026,52
2027,52
2028,52
2029,52
2030,52
2031,53
2032,78
2033,78
2034,78
2035,78
2036,78
2037,79
2038,79
2039,79
2040,79
2041,80
2042,80
2043,69
2044,69
2045,70
2046,70
2047,70
2048,70
2049,70
2050,70
2051,71
2052,24
2053,24
2054,25
2055,26
2056,102
2057,102
2058,102
2059,103
2060,103
2061,103
2062,104
2063,104
2064,104
2065,104
2066,104
2067,104
2068,21
2069,21
2070,21
2071,21
2072,21
2073,22
2074,22
2075,22
2076,22
2077,22
2078,22
2079,22
2080,23
2081,23
2082,23
2083,23
2084,88
2085,60
2086,60
2087,61
2088,62
2089,100
2090,100
2091,100
2092,100
2093,100
2094,101
2095,101
2096,66
2097,68
2098,75
2099,75
2100,76
2101,76
2102,77
2103,77
2104,77
2105,77
2106,77
2107,24
2108,24
2109,25
2110,26
2111,78
2112,78
2113,78
2114,78
2115,79
2116,79
2117,79
2118,80
2119,80
2120,80
2121,111
2122,112
2123,112
2124,40
2125,41
2126,41
2127,41
2128,113
2129,51
2130,51
2131,51
2132,52
2133,52
2134,52
2135,52
2136,52
2137,52
2138,52
2139,53
2140,78
2141,78
2142,78
2143,78
2144,78
2145,79
2146,79
2147,79
2148,79
2149,80
2150,123
2151,124
2152,124
2153,125
2154,125
2155,125
2156,66
2157,66
2158,67
2159,67
2160,68
2161,78
2162,78
2163,78
2164,78
2165,78
2166,78
2167,78
2168,79
2169,79
2170,79
2171,79
2172,79
2173,128
2174,66
2175,66
2176,67
2177,26
2178,72
2179,72
2180,72
2181,72
2182,73
2183,73
2184,73
2185,74
2186,74
2187,74
2188,67
2189,67
2190,52
2191,68
2192,68
2193,68
2194,68
2195,68
2196,132
2197,132
2198,132
2199,132
2200,133
2201,133
2202,133
2203,133
2204,134
2205,134
2206,129
2207,129
2208,129
2209,129
2210,130
2211,130
2212,130
2213,131
2214,48
2215,49
2216,49
2217,49
2218,50
2219,50
2220,50
2221,111
2222,111
2223,111
2224,96
2225,96
2226,97
2227,46
2228,46
2229,46
2230,47
2231,24
2232,67
2233,26
2234,102
2235,103
2236,103
2237,103
2238,103
2239,103
2240,103
2241,103
2242,104
2243,104
2244,104
2245,104
2246,75
2247,76
2248,77
2249,77
2250,24
2251,24
2252,25
2253,22
2254,25
2255,25
2256,22
2257,23
2258,23
2259,23
2260,96
2261,57
2262,57
2263,125
2264,59
2265,59
2266,51
2267,51
2268,51
2269,52
2270,52
2271,52
2272,53
2273,53
2274,42
2275,42
2276,43
2277,44
2278,77
2279,77
2280,24
2281,24
2282,26
2283,84
2284,85
2285,85
2286,85
2287,86
2288,102
2289,102
2290,102
2291,102
2292,103
2293,103
2294,103
2295,103
2296,103
2297,104
2298,104
2299,104
2300,30
2301,30
2302,30
2303,31
2304,31
2305,31
2306,31
2307,31
2308,31
2309,31
2310,32
2311,32
2312,32
2313,114
2314,114
2315,114
2316,115
2317,115
2318,116
2319,116
2320,126
2321,126
2322,127
2323,127
2324,127
2325,127
2326,128
2327,128
2328,128
2329,128
2330,128
2331,48
2332,50
2333,50
2334,50
2335,50
2336,102
2337,102
2338,102
2339,103
2340,103
2341,104
2342,104
2343,104
2344,104
2345,111
2346,112
2347,113
2348,113
2349,54
2350,54
2351,55
2352,55
2353,55
2354,55
2355,55
2356,55
2357,55
2358,55
2359,55
2360,55
2361,55
2362,55
2363,56
2364,56
2365,135
2366,135
2367,135
2368,136
2369,136
2370,136
2371,136
2372,137
2373,137
2374,137
2375,24
2376,25
2377,26
2378,26
2379,15
2380,8
2381,8
2382,8
2383,2
2384,2
2385,2
2386,2
2387,2
2388,108
2389,108
2390,108
2391,108
2392,108
2393,108
2394,108
2395,108
2396,108
2397,108
2398,108
2399,108
2400,108
2401,108
2402,108
2403,108
2404,108
2405,108
2406,108
2407,108
2408,108
2409,108
2410,108
2411,108
2412,108
2413,108
2414,108
2415,109
2416,109
2417,109
2418,109
2419,109
2420,109
2421,109
2422,110
2423,108
2424,108
2425,108
2426,108
2427,108
2428,108
2429,108
2430,109
2431,109
2432,110
2433,110
2434,46
2435,46
2436,46
2437,47
2438,69
2439,69
2440,69
2441,70
2442,71
2443,71
2444,71
2445,71
2446,63
2447,64
2448,64
2449,64
2450,64
2451,65
2452,65
2453,18
2454,18
2455,19
2456,19
2457,19
2458,19
2459,19
2460,19
2461,19
2462,20
2463,20
2464,20
2465,20
2466,111
2467,111
2468,112
2469,113
2470,57
2471,57
2472,58
2473,58
2474,58
2475,58
2476,58
2477,58
2478,58
2479,58
2480,58
2481,58
2482,58
2483,59
2484,59
2485,59
2486,78
2487,78
2488,79
2489,79
2490,79
2491,79
2492,120
2493,120
2494,121
2495,121
2496,121
2497,78
2498,78
2499,78
2500,122
2501,122
2502,122
2503,122
2504,122
2505,122
2506,122
2507,122
2508,122
2509,66
2510,67
2511,68
2512,45
2513,111
2514,111
2515,112
2516,66
2517,66
2518,67
2519,67
2520,68
2521,68
2522,132
2523,132
2524,102
2525,134
2526,103
2527,103
2528,103
2529,103
2530,103
2531,103
2532,104
2533,104
2534,104
2535,104
2536,104
2537,51
2538,51
2539,51
2540,52
2541,52
2542,52
2543,52
2544,53
2545,53
2546,53
2547,75
2548,75
2549,76
2550,76
2551,77
2552,77
2553,129
2554,129
2555,129
2556,129
2557,131
2558,24
2559,24
2560,26
2561,78
2562,78
2563,78
2564,79
2565,79
2566,79
2567,79
2568,80
2569,54
2570,54
2571,54
2572,55
2573,56
2574,56
2575,56
2576,111
2577,111
2578,112
2579,113
2580,66
2581,67
2582,67
2583,68
2584,68
2585,42
2586,42
2587,43
2588,44
2589,111
2590,115
2591,115
2592,116
2593,116
2594,116
2595,116
2596,116
2597,116
2598,99
2599,99
2600,99
2601,100
2602,100
2603,100
2604,100
2605,100
2606,100
2607,52
2608,52
2609,122
2610,53
2611,24
2612,25
2613,26
2614,111
2615,111
2616,111
2617,111
2618,111
2619,111
2620,112
2621,112
2622,112
2623,112
2624,112
2625,113
2626,113
2627,113
2628,113
2629,113
2630,113
2631,120
2632,120
2633,120
2634,121
2635,121
2636,121
2637,121
2638,121
2639,121
2640,121
2641,121
2642,121
2643,121
2644,121
2645,121
2646,121
2647,121
2648,121
2649,122
2650,122
2651,122
2652,122
2653,122
2654,36
2655,36
2656,36
2657,36
2658,37
2659,37
2660,38
2661,78
2662,78
2663,78
2664,78
2665,79
2666,79
2667,79
2668,79
2669,90
2670,90
2671,90
2672,91
2673,91
2674,92
2675,92
2676,92
2677,92
2678,75
2679,75
2680,76
2681,77
2682,77
2683,77
2684,77
2685,77
2686,77
2687,54
2688,54
2689,54
2690,54
2691,55
2692,55
2693,56
2694,56
2695,56
2696,111
2697,111
2698,112
2699,113
2700,66
2701,66
2702,67
2703,68
2704,42
2705,42
2706,42
2707,43
2708,44
2709,46
2710,66
2711,67
2712,68
2713,84
2714,84
2715,84
2716,85
2717,85
2718,85
2719,86
2720,45
2721,45
2722,47
2723,24
2724,25
2725,26
2726,78
2727,78
2728,78
2729,78
2730,78
2731,79
2732,79
2733,79
2734,79
2735,79
2736,79
2737,90
2738,91
2739,91
2740,91
2741,91
2742,91
2743,91
2744,91
2745,91
2746,91
2747,92
2748,92
2749,92
2750,92
2751,51
2752,52
2753,53
2754,53
2755,53
2756,111
2757,111
2758,111
2759,112
2760,112
2761,112
2762,112
2763,113
2764,113
2765,113
2766,21
2767,21
2768,21
2769,21
2770,22
2771,22
2772,22
2773,22
2774,22
2775,22
2776,22
2777,23
2778,87
2779,87
2780,87
2781,88
2782,89
2783,75
2784,75
2785,76
2786,76
2787,77
2788,77
2789,77
2790,77
2791,26
2792,26
2793,45
2794,45
2795,45
2796,115
2797,45
2798,46
2799,46
2800,47
2801,24
2802,24
2803,25
2804,26
2805,99
2806,99
2807,99
2808,99
2809,99
2810,52
2811,52
2812,52
2813,52
2814,100
2815,54
2816,54
2817,55
2818,55
2819,55
2820,55
2821,56
2822,56
2823,56
2824,56
2825,42
2826,43
2827,44
2828,69
2829,69
2830,70
2831,70
2832,70
2833,70
2834,70
2835,70
2836,70
2837,70
2838,70
2839,70
2840,55
2841,55
2842,55
2843,55
2844,56
2845,56
2846,56
2847,111
2848,111
2849,111
2850,0
2851,113
2852,51
2853,51
2854,53
2855,53
2856,53
2857,53
2858,0
2859,0
2860,2
2861,2
2862,2
2863,2
2864,2
2865,2
2866,2
2867,108
2868,108
2869,108
2870,108
2871,108
2872,108
2873,108
2874,108
2875,108
2876,108
2877,108
2878,108
2879,108
2880,108
2881,108
2882,109
2883,109
2884,109
2885,109
2886,109
2887,109
2888,109
2889,109
2890,109
2891,109
2892,109
2893,109
2894,110
2895,108
2896,108
2897,108
2898,108
2899,108
2900,108
2901,108
2902,108
2903,109
2904,110
2905,110
2906,110
2907,81
2908,11
2909,82
2910,82
2911,82
2912,82
2913,86
2914,86
2915,83
2916,90
2917,90
2918,90
2919,91
2920,91
2921,91
2922,91
2923,91
2924,91
2925,79
2926,79
2927,79
2928,79
2929,79
2930,80
2931,24
2932,35
2933,26
2934,111
2935,111
2936,112
2937,112
2938,112
2939,112
2940,112
2941,113
2942,113
2943,113
2944,48
2945,48
2946,48
2947,49
2948,49
2949,100
2950,49
2951,49
2952,100
2953,100
2954,100
2955,100
2956,100
2957,101
2958,69
2959,69
2960,70
2961,71
2962,71
2963,71
2964,71
2965,96
2966,96
2967,97
2968,97
2969,97
2970,98
2971,98
2972,98
2973,98
2974,18
2975,18
2976,18
2977,18
2978,18
2979,19
2980,19
2981,19
2982,19
2983,31
2984,31
2985,19
2986,19
2987,19
2988,19
2989,19
2990,19
2991,19
2992,19
2993,79
2994,79
2995,79
2996,79
2997,80
